Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
Hmia_98148252-st1c2-8;Xboc_model_130,0.0,1.7281550279430218e-07,Hmia_98006695-catk;Xboc_model_1141,9.408679025111809e-45,5.281162222327915e-38,Hmia_98009933-dcor-2;Xboc_model_4347,1.6067587898989192e-85,0.0004182967044476502,,,,,,,Hmia_98058043-hsp7c-2;Xboc_model_6180,1.3157268534888962e-83,2.5420754414989497e-14,,,,Hmia_98021940-dyh7-2;Xboc_model_3942,1.7451857036538388e-08,0.0005289963047061817,Hmia_98018840-ef2;Xboc_model_9285,9.416986834031333e-08,0.0008580535887555688,Hmia_98054421-titin-11;Xboc_model_1171,8.902452390365218e-84,7.862991685456068e-05,Hmia_98049175-rl9-2;Xboc_model_10518,1.6114214498237264e-25,8.0236225210519e-13,Hmia_98023518-kcc1d-3;Xboc_model_7196,1.40557392377004e-18,0.0064501591747413035,Hmia_98017571-anr12;Xboc_model_8522,0.00018493234507297118,0.0003743795656130801,,,,,,,,,,,,
Hmia_98006634-catb;Xboc_model_9965,1.1343481959965509e-238,1.3637429210934938e-16,Hmia_98019847-sdcb1;Xboc_model_2666,4.2380035379399625e-144,3.692217642439862e-67,Hmia_98011962-sgk3;Xboc_model_11408,8.835957559904478e-86,0.003719125105582403,,,,,,,Hmia_98041851-rl22;Xboc_model_3449,3.171830327875825e-47,0.003217666289437854,,,,Hmia_98147505-dyh1-4;Xboc_model_3942,2.4821501650858625e-05,0.0005289963047061817,Hmia_98034278-atpb;Xboc_model_14233,1.8361616029581818e-13,0.0008746794391860346,Hmia_98043624-kad1;Xboc_model_488,1.8687146655927947e-83,1.042731216525108e-06,Hmia_98024130-sahh-2;Xboc_model_6757,0.0006601689306878484,1.9327742659077708e-88,Hmia_98154761-tbb4b-17;Xboc_model_10642,2.9515049253034554e-05,9.364716822518466e-24,Hmia_98015472-capsl;Xboc_g5180,1.37033518159135e-08,1.856461883721657e-07,,,,,,,,,,,,
Hmia_98011413-catl2;Xboc_model_765,4.518668327706935e-143,0.004227568209025072,Hmia_98017366-rab5c;Xboc_model_1355,7.397327542033779e-37,0.0,Hmia_98041139-rab1a-5;Xboc_model_1569,0.007332169846902753,2.282364857068167e-18,,,,,,,Hmia_98009540-gblp;Xboc_model_1695,4.1179256339530345e-05,2.04199455659363e-05,,,,Hmia_98059197-lmx1b;Xboc_model_13687,0.00020441698245565637,2.304741472786509e-113,Hmia_98022014-ef1d;Xboc_model_12651,0.0033940139905556358,0.006915001136628772,Hmia_98048109-kapca;Xboc_model_3472,7.299733909368698e-104,6.698887428809847e-24,Hmia_98024986-ran-2;Xboc_model_8346,1.8497709408130237e-86,0.00886988120017439,Hmia_98057712-a4-2;Xboc_model_112,1.0381393292260422e-05,6.128205428918047e-12,Hmia_98114018-gbrr2-6;Xboc_model_4119,0.003952779856196321,0.00611869496430919,,,,,,,,,,,,
Hmia_98119627-cp2c8-8;Xboc_model_10373,2.9487462951493405e-208,9.358886614609652e-07,Hmia_98019568-rab7a-3;Xboc_model_467,0.0,7.630300053979059e-06,Hmia_98030000-sap3-6;Xboc_model_5001,1.095084640671334e-19,3.8628170591428075e-22,,,,,,,Hmia_98043844-dd19a;Xboc_model_6897,0.0006054186614255285,3.2526195121831026e-32,,,,Hmia_98030936-armc4;Xboc_model_10561,0.0008954448582202473,5.896346611244846e-09,,,,Hmia_98016243-calm-12;Xboc_model_10723,6.045992181042043e-45,9.56033745188019e-78,Hmia_98011620-rbbp4-3;Xboc_model_8126,0.0008133947949186682,5.161592132152657e-46,Hmia_98022448-kgp1;Xboc_model_7196,1.485096459597654e-12,0.0064501591747413035,Hmia_98024727-s22a5-7;Xboc_model_7049,1.0442641906637857e-09,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98011413-catl2;Xboc_model_9965,4.518668327706935e-143,1.3637429210934938e-16,Hmia_98019568-rab7a-3;Xboc_model_8173,0.0,2.4710118100555654e-05,Hmia_98049280-arl8a;Xboc_model_467,1.319616159605803e-23,7.630300053979059e-06,,,,,,,Hmia_98019220-ndkb-2;Xboc_model_10493,9.427211597623276e-17,2.7234128726566902e-05,,,,Hmia_98046343-calm-35;Xboc_model_10002,2.8622511604300426e-27,0.006820133031279302,,,,Hmia_98055884-robo2-4;Xboc_model_3472,7.600630826556672e-36,6.698887428809847e-24,Hmia_98030354-rl21;Xboc_model_8864,1.0510453501000832e-13,6.8578917703014766e-12,Hmia_98118450-tba3c-2;Xboc_model_10642,1.3637318042927392e-06,9.364716822518466e-24,Hmia_98026111-calm-22;Xboc_model_10002,6.963913594489419e-07,0.0003293295072079502,,,,,,,,,,,,
Hmia_98001221-cp2c8;Xboc_model_10373,7.507451831508968e-238,9.358886614609652e-07,Hmia_98039646-rab38-2;Xboc_model_13512,3.83193861326896e-121,1.2065785327359145e-33,Hmia_98058043-hsp7c-2;Xboc_model_6180,1.935306093535325e-33,1.745924157637687e-149,,,,,,,Hmia_98049995-if4a1-2;Xboc_model_6897,0.0001433326371745275,3.2526195121831026e-32,,,,Hmia_98033688-dydc1;Xboc_model_9258,1.3323415371816464e-24,0.008793081233490251,,,,Hmia_98039600-tba4a;Xboc_model_1908,0.0,7.44035061506603e-10,Hmia_98020606-wdr5-2;Xboc_model_8126,0.0003123582423229458,5.161592132152657e-46,Hmia_98058181-mrcka;Xboc_model_7196,1.064050648177113e-14,0.0064501591747413035,Hmia_98030167-tba1a-4;Xboc_model_10642,1.4576020624018188e-06,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98037084-catl1-3;Xboc_model_765,5.470246092453538e-185,0.004227568209025072,Hmia_98019568-rab7a-3;Xboc_model_12458,0.0,2.5934002757905127e-05,Hmia_98049280-arl8a;Xboc_model_8173,1.319616159605803e-23,2.4710118100555654e-05,,,,,,,Hmia_98022014-ef1d;Xboc_model_12651,1.1107198391491265e-21,0.006915001136628772,,,,Hmia_98013318-mdhm;Xboc_model_11189,2.90893946330043e-24,1.3403270662523837e-17,,,,Hmia_98059054-calm-45;Xboc_model_8500,1.5720055058427533e-28,6.228891484178966e-36,Hmia_98000562-erf3a;Xboc_model_12658,1.2058582511660019e-05,1.395980679532088e-80,Hmia_98034018-elav2-3;Xboc_model_7510,9.887423868860542e-09,3.4046243244146294e-05,Hmia_98026111-calm-22;Xboc_g5180,6.963913594489419e-07,1.856461883721657e-07,,,,,,,,,,,,
Hmia_98037084-catl1-3;Xboc_model_9965,5.470246092453538e-185,1.3637429210934938e-16,Hmia_98035791-arf6-2;Xboc_model_7694,7.62854584360531e-24,1.9946072160507784e-213,Hmia_98044065-gbrl2;Xboc_model_12214,1.3272242462553608e-11,7.556278739224553e-21,,,,,,,Hmia_98046176-tbb2b-3;Xboc_model_13686,0.0003216397581366985,1.777820242566599e-12,,,,Hmia_98046345-dyh1;Xboc_model_3942,2.166143208950785e-05,0.0005289963047061817,,,,Hmia_98058687-adsv;Xboc_model_2562,0.0,0.001863787928130152,Hmia_98131251-erf3a-2;Xboc_model_12658,6.609942450162187e-06,1.395980679532088e-80,Hmia_98037934-mknk2;Xboc_model_7196,1.1051423128150835e-51,0.0064501591747413035,Hmia_98028689-svop-4;Xboc_model_7049,6.007645336060863e-05,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98149481-catl1-8;Xboc_model_10963,6.029543106676286e-06,3.5606324083409e-157,Hmia_98027775-rdh11-3;Xboc_model_13060,3.7279187291515816e-59,5.186352194550093e-22,Hmia_98035052-rab7a-5;Xboc_model_13512,3.8368750183460216e-07,1.2065785327359145e-33,,,,,,,Hmia_98024986-ran-2;Xboc_model_8346,1.8915908671641956e-27,0.00886988120017439,,,,Hmia_98010690-oit3-2;Xboc_model_14229,0.0004334526942701173,0.0021060031590083733,,,,Hmia_98054372-ank3-3;Xboc_model_4573,2.1252120934139406e-113,0.0030769008792335315,Hmia_98049995-if4a1-2;Xboc_model_6897,8.628588307876545e-17,3.2526195121831026e-32,Hmia_98016489-musk;Xboc_model_7196,7.219801825875462e-13,0.0064501591747413035,Hmia_98120590-tbb2a-3;Xboc_model_10642,0.007239405764518181,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98004573-catz-2;Xboc_model_765,2.685850831221083e-81,0.004227568209025072,Hmia_98010383-pepd;Xboc_model_1901,1.3009903771076484e-12,4.408901330562824e-208,Hmia_98054783-gapr1-9;Xboc_model_2804,1.308749867169578e-07,8.78558101426368e-44,,,,,,,Hmia_98047033-adt2;Xboc_model_510,2.8079195993880093e-26,3.39690839634945e-31,,,,Hmia_98035686-calm-30;Xboc_model_10002,9.986543833344746e-13,0.006820133031279302,,,,Hmia_98006945-titin;Xboc_model_3478,1.0843664118446229e-06,1.2756936955355156e-27,Hmia_98014400-pabp1;Xboc_model_1540,7.572242843446737e-51,1.809294013539271e-14,Hmia_98030167-tba1a-4;Xboc_model_13686,1.4576020624018188e-06,4.0785853822522106e-13,Hmia_98030879-tsn9;Xboc_model_6658,0.0038736212520728524,0.00013504220705279864,,,,,,,,,,,,
Hmia_98020832-actb-3;Xboc_model_7642,0.0,1.7192094869354313e-55,Hmia_98019307-rab1a-3;Xboc_model_2535,1.7917934749966208e-83,1.7205634007029072e-19,Hmia_98034432-rac3-2;Xboc_model_2535,0.00014962100158153914,1.7205634007029072e-19,,,,,,,Hmia_98157823-tba1b-4;Xboc_model_13686,0.007953469201425834,1.777820242566599e-12,,,,Hmia_98131582-cfa44;Xboc_model_10830,9.529845066723464e-11,0.005007400161382911,,,,Hmia_98056491-prkx;Xboc_model_3472,1.2789887039736403e-27,6.698887428809847e-24,Hmia_98023967-tbl3;Xboc_model_8126,0.002590642975510205,5.161592132152657e-46,Hmia_98058630-l2gl1;Xboc_model_339,1.071552755282731e-05,0.0004986440248885667,Hmia_98154761-tbb4b-17;Xboc_model_10642,2.9515049253034554e-05,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98029096-catl1-2;Xboc_model_765,3.6598681833542013e-93,0.004227568209025072,Hmia_98003298-rb11a;Xboc_model_1355,3.080739659831879e-08,0.0,Hmia_98034432-rac3-2;Xboc_model_13642,0.00014962100158153914,9.589828273052254e-10,,,,,,,Hmia_98144270-rs28;Xboc_model_6373,2.0673502433466325e-14,0.008183587044739288,,,,Hmia_98037720-ttc25-2;Xboc_model_2547,3.719163175931318e-06,0.003757092620789031,,,,Hmia_98054372-ank3-3;Xboc_model_3135,2.1252120934139406e-113,0.0005545512689794078,Hmia_98157823-tba1b-4;Xboc_model_13686,1.6385264456862093e-11,1.777820242566599e-12,Hmia_98002616-cskp;Xboc_model_7196,3.758754671671512e-11,0.0064501591747413035,Hmia_98144255-tba1b-3;Xboc_model_10642,3.630757423126706e-05,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98029096-catl1-2;Xboc_model_9965,3.6598681833542013e-93,1.3637429210934938e-16,Hmia_98019307-rab1a-3;Xboc_model_1569,1.7917934749966208e-83,2.282364857068167e-18,Hmia_98043706-grp75;Xboc_model_6180,2.110467854677045e-08,1.745924157637687e-149,,,,,,,Hmia_98056336-hs105-2;Xboc_model_6180,6.466460834529344e-05,2.5420754414989497e-14,,,,Hmia_98057215-cq105;Xboc_model_14238,9.657621901266338e-20,0.0023482954490571936,,,,Hmia_98006231-kpce;Xboc_model_3472,1.778395839753703e-20,6.698887428809847e-24,Hmia_98010219-prp4;Xboc_model_8126,0.006870209297882595,5.161592132152657e-46,Hmia_98144255-tba1b-3;Xboc_model_13686,3.630757423126706e-05,4.0785853822522106e-13,,,,,,,,,,,,,,,
Hmia_98019657-st1c2-4;Xboc_model_130,1.185470793362294e-288,1.7281550279430218e-07,Hmia_98014516-rhoa;Xboc_model_2535,9.433090454228773e-290,1.7205634007029072e-19,Hmia_98051820-kcc2d-2;Xboc_model_4774,0.00017985551941784755,3.8405060119420285e-53,,,,,,,Hmia_98034278-atpb;Xboc_model_14233,1.7140170570266782e-54,0.0008746794391860346,,,,Hmia_98055238-dyh5-2;Xboc_model_3942,4.1406217170096465e-08,0.0005289963047061817,,,,Hmia_98045323-titin-8;Xboc_model_3471,2.382065744431362e-20,2.0297186317762427e-07,Hmia_98041851-rl22;Xboc_model_3449,3.263713172350165e-64,0.003217666289437854,Hmia_98011439-5ht1d-2;Xboc_model_3804,0.0055920388351168165,7.106181746440043e-06,,,,,,,,,,,,,,,
Hmia_98040518-st1c4-4;Xboc_model_130,8.346897654782768e-129,1.7281550279430218e-07,Hmia_98016620-snx12;Xboc_model_2005,4.4598626829131663e-104,4.943444330402321e-43,Hmia_98026450-cbr1-5;Xboc_model_2527,8.978493305170397e-34,0.004987711656325949,,,,,,,Hmia_98014517-ndkb;Xboc_model_10493,0.0002565744187621061,2.7234128726566902e-05,,,,Hmia_98030193-calm-26;Xboc_model_10002,5.638579456798208e-07,0.006820133031279302,,,,Hmia_98024557-mk10;Xboc_model_3472,2.0126120599956313e-25,6.698887428809847e-24,Hmia_98043706-grp75;Xboc_model_6180,6.506004902762894e-63,2.5420754414989497e-14,Hmia_98028513-kpcd;Xboc_model_7196,4.739513519124145e-07,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98115726-cats-2;Xboc_model_10796,5.3032996718381164e-108,5.728269233798078e-253,Hmia_98014516-rhoa;Xboc_model_1569,9.433090454228773e-290,2.282364857068167e-18,Hmia_98035775-rab1a-4;Xboc_model_1569,2.334174714818361e-11,2.282364857068167e-18,,,,,,,Hmia_98018840-ef2;Xboc_model_9285,1.1668174653709554e-18,0.0008580535887555688,,,,Hmia_98007808-kc1a;Xboc_model_6542,1.1400230526949408e-21,0.007210394386038757,,,,Hmia_98055837-mast1;Xboc_model_3472,3.349263920037549e-27,6.698887428809847e-24,Hmia_98009540-gblp;Xboc_model_1695,1.8032365679783156e-18,2.04199455659363e-05,Hmia_98057786-celf3-2;Xboc_model_7510,1.9014793987018068e-05,3.4046243244146294e-05,,,,,,,,,,,,,,,
Hmia_98149481-catl1-8;Xboc_model_1141,6.029543106676286e-06,1.2845821361537508e-78,Hmia_98007547-rab15;Xboc_model_13512,1.1606882582678007e-34,1.2065785327359145e-33,Hmia_98039854-ub2l3;Xboc_model_10534,1.0243078753443696e-08,5.364525790297057e-28,,,,,,,Hmia_98111111-rs21;Xboc_model_12600,0.003214680765886739,0.004594465394812061,,,,Hmia_98027208-unknown-696;Xboc_g6971,3.717642213543514e-12,0.0017259828554986607,,,,Hmia_98045323-titin-8;Xboc_model_8560,2.382065744431362e-20,6.153827615978531e-07,Hmia_98058043-hsp7c-2;Xboc_model_6180,5.3582510510450755e-121,2.5420754414989497e-14,Hmia_98057786-celf3-2;Xboc_model_6016,1.9014793987018068e-05,1.1821910793095519e-05,,,,,,,,,,,,,,,
Hmia_98004799-dns2b;Xboc_model_1082,9.291154417216651e-83,6.425005463539243e-10,Hmia_98059048-lamp1-2;Xboc_model_5560,6.954836652043559e-141,4.4687234195859364e-12,Hmia_98034432-rac3-2;Xboc_model_1569,0.00014962100158153914,2.282364857068167e-18,,,,,,,Hmia_98035143-mdhc-2;Xboc_model_5791,8.372605572591502e-10,0.004325505150830335,,,,Hmia_98040178-iqca1;Xboc_model_13552,4.465939310902523e-07,0.005026267227201444,,,,Hmia_98119678-titin-15;Xboc_model_8560,4.2059696410203925e-20,6.153827615978531e-07,Hmia_98012361-ddx21;Xboc_model_13318,0.005022355200153224,3.370968878600142e-47,Hmia_98048526-gbb2-2;Xboc_model_890,3.112942780762221e-11,0.007078462518128696,,,,,,,,,,,,,,,
Hmia_98108316-cp2u1-12;Xboc_model_10373,3.817349736563913e-63,9.358886614609652e-07,Hmia_98024975-akt2;Xboc_model_4774,9.027381387546892e-61,3.8405060119420285e-53,Hmia_98046374-slk;Xboc_model_11408,9.61721988506707e-48,0.003719125105582403,,,,,,,Hmia_98112209-tctp;Xboc_model_6121,0.0021399562136289116,0.005698442785326519,,,,Hmia_98049488-tcpe;Xboc_model_1070,0.00012222550651274372,0.001129835433495636,,,,Hmia_98058799-mkl2;Xboc_model_5200,1.2491379997410073e-95,1.914634139614871e-08,Hmia_98011949-if4a3;Xboc_model_13318,0.0036610287292551513,3.370968878600142e-47,Hmia_98042701-kcc2a;Xboc_model_7196,3.3428141006697497e-06,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98006695-catk;Xboc_model_765,9.408679025111809e-45,0.004227568209025072,Hmia_98023934-cbr1-4;Xboc_model_13060,5.556408856663431e-109,5.186352194550093e-22,Hmia_98049280-arl8a;Xboc_model_9052,1.319616159605803e-23,4.7808947368786704e-05,,,,,,,,,,,,,Hmia_98025684-enob;Xboc_model_3919,3.477779877201183e-14,6.889906089661732e-05,,,,Hmia_98051498-pak3-2;Xboc_model_3472,5.26949772055562e-16,6.698887428809847e-24,Hmia_98046176-tbb2b-3;Xboc_model_13686,4.334508082768284e-08,1.777820242566599e-12,Hmia_98016958-zn503-2;Xboc_model_10359,0.00025931855071538245,7.692462939934532e-05,,,,,,,,,,,,,,,
Hmia_98006695-catk;Xboc_model_9965,9.408679025111809e-45,1.3637429210934938e-16,Hmia_98025909-sap3-4;Xboc_model_5001,2.225721298373449e-55,3.8628170591428075e-22,Hmia_98014209-rab8b;Xboc_model_467,8.16422225867559e-14,7.630300053979059e-06,,,,,,,,,,,,,Hmia_98034342-at5g2-2;Xboc_model_826,3.683706601308654e-24,1.8287294086414868e-05,,,,Hmia_98036040-lrig3;Xboc_model_3478,1.7595722497954718e-10,1.2756936955355156e-27,Hmia_98043844-dd19a;Xboc_model_6897,5.340820077189136e-06,3.2526195121831026e-32,Hmia_98032450-sik2;Xboc_model_7196,1.6888246033639547e-07,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98137799-sat2-2;Xboc_model_1175,2.3017765905869417e-125,2.6269589438034055e-38,Hmia_98035052-rab7a-5;Xboc_model_467,1.8087580757047856e-226,7.630300053979059e-06,Hmia_98049071-mlp3c;Xboc_model_11759,2.4147916420596887e-29,4.784971148853643e-07,,,,,,,,,,,,,Hmia_98014655-meig1;Xboc_model_8612,0.005123000640723728,0.0007551499761335742,,,,Hmia_98006945-titin;Xboc_model_3472,1.0843664118446229e-06,6.698887428809847e-24,Hmia_98019220-ndkb-2;Xboc_model_10493,3.4484408243061045e-13,2.7234128726566902e-05,Hmia_98056602-mark3;Xboc_model_7196,6.03398938819364e-10,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98137263-cp2c8-10;Xboc_model_10373,1.4680436480659044e-79,9.358886614609652e-07,Hmia_98149481-catl1-8;Xboc_model_765,6.029543106676286e-06,1.520029210761e-310,Hmia_98041139-rab1a-5;Xboc_model_467,0.007332169846902753,7.630300053979059e-06,,,,,,,,,,,,,Hmia_98013060-calm-10;Xboc_model_10002,0.0013097675073786056,0.006820133031279302,,,,Hmia_98037934-mknk2;Xboc_model_1171,4.943575754908828e-199,7.862991685456068e-05,Hmia_98029106-ef1b;Xboc_model_12651,1.787373893372835e-99,0.006915001136628772,Hmia_98154761-tbb4b-17;Xboc_model_13686,2.9515049253034554e-05,4.0785853822522106e-13,,,,,,,,,,,,,,,
Hmia_98051112-gstm1;Xboc_model_5858,2.9872805005234183e-77,2.892597877629018e-20,Hmia_98009883-rab7a-2;Xboc_model_13512,4.1309118990555884e-33,1.2065785327359145e-33,Hmia_98014209-rab8b;Xboc_model_8173,8.16422225867559e-14,2.4710118100555654e-05,,,,,,,,,,,,,Hmia_98030882-eno4;Xboc_model_3919,0.0012071140949578229,6.889906089661732e-05,,,,Hmia_98014365-robo1-2;Xboc_model_3472,3.7082975531927345e-09,6.698887428809847e-24,Hmia_98144270-rs28;Xboc_model_6373,6.872386111336873e-27,0.008183587044739288,Hmia_98023131-roaa;Xboc_model_7510,1.0716039969713205e-05,3.4046243244146294e-05,,,,,,,,,,,,,,,
Hmia_98051112-gstm1;Xboc_model_4664,2.9872805005234183e-77,1.754287794688892e-21,Hmia_98050369-ppgb-6;Xboc_model_13785,0.0,0.005856272266147317,Hmia_98002620-ef1g;Xboc_model_7142,2.4130181931191206e-08,1.4673294366044867e-16,,,,,,,,,,,,,Hmia_98031628-calm-27;Xboc_model_10002,0.006378651479708397,0.006820133031279302,,,,Hmia_98045323-titin-8;Xboc_model_5689,2.382065744431362e-20,6.043363759954734e-06,Hmia_98005129-eftu;Xboc_model_12658,0.009881028027269324,1.395980679532088e-80,Hmia_98118450-tba3c-2;Xboc_model_13686,1.3637318042927392e-06,4.0785853822522106e-13,,,,,,,,,,,,,,,
Hmia_98018124-gstm3;Xboc_model_5858,9.272122943383334e-94,2.892597877629018e-20,Hmia_98035052-rab7a-5;Xboc_model_8173,1.8087580757047856e-226,2.4710118100555654e-05,Hmia_98049280-arl8a;Xboc_model_8599,1.319616159605803e-23,0.002273447294832374,,,,,,,,,,,,,,,,,,,Hmia_98057082-tutlb-2;Xboc_model_3472,3.5347537878968347e-16,6.698887428809847e-24,Hmia_98049609-ddx55;Xboc_model_13318,0.00823517168134552,3.370968878600142e-47,Hmia_98055837-mast1;Xboc_model_7196,0.00017834715306909996,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98133244-cp2j2-16;Xboc_model_10373,4.307400343839918e-77,9.358886614609652e-07,Hmia_98036593-ppgb-5;Xboc_model_13785,0.0,0.005856272266147317,Hmia_98041139-rab1a-5;Xboc_model_8173,0.007332169846902753,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,Hmia_98055884-robo2-4;Xboc_model_8560,7.600630826556672e-36,6.153827615978531e-07,Hmia_98014517-ndkb;Xboc_model_10493,2.3434345998379164e-11,2.7234128726566902e-05,Hmia_98026901-mapk2;Xboc_model_7196,1.8727781892903716e-06,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98018124-gstm3;Xboc_model_4664,9.272122943383334e-94,1.754287794688892e-21,Hmia_98035791-arf6-2;Xboc_model_13512,7.62854584360531e-24,1.2065785327359145e-33,Hmia_98058630-l2gl1;Xboc_model_339,5.1545558779008574e-08,2.0587918423815104e-32,,,,,,,,,,,,,,,,,,,Hmia_98002500-calm-3;Xboc_model_8500,2.018100026422016e-10,6.228891484178966e-36,Hmia_98018840-ef2;Xboc_model_9285,7.592664798990604e-52,0.0008580535887555688,Hmia_98053161-kkcc2;Xboc_model_7196,3.235716614401548e-05,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98006504-st1c2-2;Xboc_model_130,3.00620131443894e-103,1.7281550279430218e-07,Hmia_98149481-catl1-8;Xboc_model_3134,6.029543106676286e-06,0.0,Hmia_98035052-rab7a-5;Xboc_model_2535,3.8368750183460216e-07,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,Hmia_98045626-kgp1-3;Xboc_model_3472,2.190429920168235e-15,6.698887428809847e-24,Hmia_98012361-ddx21;Xboc_model_6897,0.005022355200153224,3.2526195121831026e-32,Hmia_98043224-pim1;Xboc_model_7196,2.7461826949050246e-05,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98115726-cats-2;Xboc_model_10963,5.3032996718381164e-108,3.5606324083409e-157,Hmia_98046645-rb11b;Xboc_model_13512,7.006985829843248e-24,1.2065785327359145e-33,Hmia_98017580-rab2b;Xboc_model_13642,3.1168012154047744e-07,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,Hmia_98048109-kapca;Xboc_model_1171,7.299733909368698e-104,7.862991685456068e-05,Hmia_98011949-if4a3;Xboc_model_6897,0.0036610287292551513,3.2526195121831026e-32,Hmia_98019867-tiar;Xboc_model_7510,0.00035692539842961234,3.4046243244146294e-05,,,,,,,,,,,,,,,
Hmia_98019307-rab1a-3;Xboc_model_13642,1.7917934749966208e-83,0.007260861795169282,Hmia_98033721-rab7l-2;Xboc_model_13512,3.534881733871555e-26,1.2065785327359145e-33,Hmia_98040837-lzic;Xboc_model_3491,3.5231642093559585e-25,0.007416655812241307,,,,,,,,,,,,,,,,,,,Hmia_98047598-abl1-3;Xboc_model_1171,1.3564968853045696e-29,7.862991685456068e-05,Hmia_98047033-adt2;Xboc_model_510,1.2444398089439187e-09,3.39690839634945e-31,Hmia_98019867-tiar;Xboc_model_6016,0.00035692539842961234,1.1821910793095519e-05,,,,,,,,,,,,,,,
Hmia_98048009-cp2u1-8;Xboc_model_10373,3.8434302539624868e-56,9.358886614609652e-07,Hmia_98019307-rab1a-3;Xboc_model_13642,1.7917934749966208e-83,9.589828273052254e-10,Hmia_98158972-dcxr-14;Xboc_model_13060,4.373422309643327e-05,5.186352194550093e-22,,,,,,,,,,,,,,,,,,,Hmia_98027716-calm-23;Xboc_model_3275,0.00041922161610949014,2.0922962519175227e-124,Hmia_98022014-ef1d;Xboc_model_12651,4.274608212540635e-18,0.006915001136628772,Hmia_98044360-lis1;Xboc_model_890,0.0016246310924239009,0.007078462518128696,,,,,,,,,,,,,,,
