Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
Hmia_98004573-catz-2;Xboc_model_10963,2.685850831221083e-81,3.5606324083409e-157,Hmia_98048987-catl2-4;Xboc_model_1141,0.0,5.281162222327915e-38,Hmia_98046374-slk;Xboc_model_4774,9.61721988506707e-48,3.8405060119420285e-53,Hmia_98001617-eaa2;Xboc_model_9207,2.592960553017015e-16,4.845577795558347e-22,Hmia_98056336-hs105-2;Xboc_model_2621,6.466460834529344e-05,1.72474669325055e-14,Hmia_98045749-rl18;Xboc_model_9876,9.48068469184785e-103,3.3336418610988425e-24,Hmia_98031144-catl2-2;Xboc_model_9965,2.4305600833130125e-07,1.3637429210934938e-16,Hmia_98101857-dnal4;Xboc_model_3727,1.167179748174319e-149,1.886164486395382e-15,Hmia_98050328-rs19;Xboc_model_1846,9.603024621748398e-11,1.6343387486497027e-43,Hmia_98012775-mylk4;Xboc_model_3472,3.12036248854613e-203,6.698887428809847e-24,Hmia_98050235-rl40-4;Xboc_model_3404,5.983623080851471e-59,5.461041467575923e-56,Hmia_98021034-cd5r1;Xboc_g6353,1.284997406302819e-09,2.1120492686047968e-08,Hmia_98040132-calm-33;Xboc_model_10002,3.290888728279805e-29,0.0003293295072079502,,,,,,,,,,,,
Hmia_98048987-catl2-4;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98025789-catl1;Xboc_model_1141,0.0,5.281162222327915e-38,Hmia_98009719-gdir1;Xboc_model_6810,2.938729160019839e-18,1.1647704206162057e-39,Hmia_98048414-glra1-5;Xboc_model_5289,3.174786407397667e-05,5.511367752184357e-13,Hmia_98053421-abca9;Xboc_model_10767,2.962949476218518e-30,0.006706891768154081,Hmia_98003394-rl4;Xboc_model_8249,3.4100697277229403e-62,5.555339402610785e-39,Hmia_98048414-glra1-5;Xboc_model_5289,0.002296200752566637,5.511367752184357e-13,Hmia_98154761-tbb4b-17;Xboc_model_13686,8.461554877162552e-23,5.193608250185905e-305,Hmia_98025828-rs13;Xboc_model_10315,2.9457675626472384e-05,3.562019158878157e-21,Hmia_98052096-titin-9;Xboc_model_3471,0.0,2.0297186317762427e-07,Hmia_98045179-rlp24-2;Xboc_model_3852,1.8002523055289088e-69,1.6340659561873633e-23,Hmia_98053225-unc5c-8;Xboc_model_13355,4.595784128710743e-10,1.8854292472027648e-05,Hmia_98049517-calm-38;Xboc_g5180,2.7946133716040087e-11,1.856461883721657e-07,,,,,,,,,,,,
Hmia_98006634-catb;Xboc_model_1141,1.1343481959965509e-238,1.2845821361537508e-78,Hmia_98040531-scrb2;Xboc_model_6246,0.0,6.6606835937975875e-43,Hmia_98014516-rhoa;Xboc_model_1569,2.3204157880886748e-192,2.282364857068167e-18,Hmia_98024015-catf;Xboc_model_3134,1.0407895474030016e-13,2.8129470163870646e-84,Hmia_98027943-pdia3;Xboc_model_10785,6.746943514377262e-37,3.2014922460514875e-21,Hmia_98016185-rs26;Xboc_model_10576,9.018354269832027e-43,1.4891897443282298e-37,Hmia_98049508-frih;Xboc_model_13555,1.3797367289646404e-53,3.132500748562289e-253,Hmia_98123105-tbb4b-14;Xboc_model_10642,2.2818714014887916e-08,2.6447455268418946e-122,Hmia_98137389-rs10;Xboc_model_2173,4.133865921533353e-22,4.335246848991592e-15,Hmia_98034293-myl1-2;Xboc_model_3275,5.735321644425599e-54,2.0922962519175227e-124,Hmia_98016821-rl6;Xboc_model_14064,1.3493942179092215e-152,4.4543175711923875e-52,Hmia_98115104-tbb2a-2;Xboc_model_10642,7.755712572381248e-34,9.364716822518466e-24,Hmia_98054783-gapr1-9;Xboc_model_2804,7.314002545295375e-93,1.0660140532562182e-11,,,,,,,,,,,,
Hmia_98109575-catl1-6;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98029096-catl1-2;Xboc_model_3134,3.6598681833542013e-93,0.0,Hmia_98039646-rab38-2;Xboc_model_8173,3.787240639697877e-159,2.4710118100555654e-05,Hmia_98024156-actb-4;Xboc_model_7642,9.550974762906596e-139,1.7192094869354313e-55,Hmia_98057318-mrp2;Xboc_model_10767,1.1887750680366525e-20,0.006706891768154081,Hmia_98035549-rs3a-2;Xboc_model_3530,2.7954794617913297e-75,1.493397780494471e-71,Hmia_98024156-actb-4;Xboc_model_7642,1.2938162824282498e-156,1.7192094869354313e-55,Hmia_98034391-cetn1-2;Xboc_g5180,0.0029220532542816586,1.5483475151198248e-153,Hmia_98016185-rs26;Xboc_model_10576,2.9521569029770035e-08,1.4891897443282298e-37,Hmia_98021298-speg;Xboc_model_3471,0.0,2.0297186317762427e-07,Hmia_98118312-rl26;Xboc_model_6526,3.354778962123889e-179,1.2610707302256616e-19,Hmia_98048590-tba1a-8;Xboc_model_10642,8.715455109186731e-24,9.364716822518466e-24,Hmia_98020495-sodc;Xboc_model_10658,4.9156368241909996e-14,6.1595226621439e-08,,,,,,,,,,,,
Hmia_98109574-catl1-5;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98004573-catz-2;Xboc_model_765,2.685850831221083e-81,1.520029210761e-310,Hmia_98035775-rab1a-4;Xboc_model_1355,2.334174714818361e-11,0.0,Hmia_98007097-catb-2;Xboc_model_9965,2.0523698955425185e-15,1.3637429210934938e-16,Hmia_98112209-tctp;Xboc_model_6121,0.0021399562136289116,0.0010804426515776012,Hmia_98014053-rs4x;Xboc_model_9209,5.4818039735118244e-61,1.254743109762908e-19,Hmia_98043597-cyta-5;Xboc_model_7045,1.7337643400035803e-50,1.7168869410455915e-06,Hmia_98137954-fhl2-8;Xboc_model_13687,6.614970063599547e-20,2.304741472786509e-113,Hmia_98030804-rs9;Xboc_model_13262,1.1439314843970791e-06,2.4542253494452223e-19,Hmia_98052096-titin-9;Xboc_model_8560,0.0,6.153827615978531e-07,Hmia_98007938-rbbp4-2;Xboc_model_8126,1.741163317227279e-15,5.161592132152657e-46,Hmia_98010461-syt11;Xboc_model_3304,0.00043446494686208626,4.1439197092583465e-29,Hmia_98027124-lasp1-2;Xboc_model_6781,4.439244111462284e-06,9.906184220758422e-50,,,,,,,,,,,,
Hmia_98011413-catl2;Xboc_model_1141,4.518668327706935e-143,1.2845821361537508e-78,Hmia_98001231-sap3;Xboc_model_5001,0.0,3.8628170591428075e-22,Hmia_98049508-frih;Xboc_model_13555,1.1167544078094633e-143,7.944194327148512e-48,Hmia_98024015-catf;Xboc_model_9965,1.0407895474030016e-13,1.3637429210934938e-16,Hmia_98038685-mrp6;Xboc_model_10767,8.013709396267126e-15,0.006706891768154081,Hmia_98114389-rs8;Xboc_model_1535,8.01803545900725e-22,9.415860657455926e-91,Hmia_98003215-npc2;Xboc_model_8309,8.840121378521643e-07,1.390456962820312e-50,Hmia_98115104-tbb2a-2;Xboc_model_10642,2.4914993461246826e-62,2.6447455268418946e-122,Hmia_98016821-rl6;Xboc_model_14064,1.3111634897062849e-20,4.4543175711923875e-52,Hmia_98055491-titin-12;Xboc_model_3472,1.652457486294517e-120,6.698887428809847e-24,Hmia_98002620-ef1g;Xboc_model_7142,1.7425230316462987e-25,6.800015369894074e-74,Hmia_98028857-arbk2;Xboc_model_7196,1.1227201954073567e-89,0.0064501591747413035,Hmia_98028910-s22a2-4;Xboc_model_7049,1.5471684329073492e-19,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98025789-catl1;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98019307-rab1a-3;Xboc_model_1355,1.7917934749966208e-83,0.0,Hmia_98026450-cbr1-5;Xboc_model_13060,8.978493305170397e-34,5.186352194550093e-22,Hmia_98052242-gbrb1-2;Xboc_model_5289,0.0034645970903339858,5.511367752184357e-13,Hmia_98023934-cbr1-4;Xboc_model_13060,9.075418927771387e-13,5.186352194550093e-22,Hmia_98002620-ef1g;Xboc_model_7142,4.3702331382617334e-15,6.800015369894074e-74,Hmia_98031144-catl2-2;Xboc_model_3134,2.4305600833130125e-07,2.8129470163870646e-84,Hmia_98005818-tekt1;Xboc_model_3664,9.183705617612329e-184,0.00045346221165841146,Hmia_98021962-rs5;Xboc_model_3245,7.738084668775793e-16,9.025659168069122e-30,Hmia_98021298-speg;Xboc_model_8560,0.0,6.153827615978531e-07,Hmia_98002278-rl24;Xboc_model_3852,3.4143787466186293e-88,1.6340659561873633e-23,Hmia_98040997-tba1a-7;Xboc_model_1908,5.186601682689926e-11,9.646485544041311e-20,Hmia_98017254-rhoa-2;Xboc_model_13642,6.146622510187391e-32,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98037084-catl1-3;Xboc_model_1141,5.470246092453538e-185,1.2845821361537508e-78,Hmia_98041688-sap3-7;Xboc_model_5001,0.0,3.8628170591428075e-22,Hmia_98031165-pnph;Xboc_model_8122,1.7141003688030987e-40,4.5213793380897017e-38,Hmia_98031144-catl2-2;Xboc_model_3134,3.827166299033103e-05,2.8129470163870646e-84,Hmia_98026450-cbr1-5;Xboc_model_13060,8.157353721572858e-07,5.186352194550093e-22,Hmia_98007937-rl27;Xboc_model_1333,1.000635480259363e-11,2.291753539472384e-57,Hmia_98012511-st1c2-3;Xboc_model_130,1.0733144462682997e-83,1.7281550279430218e-07,Hmia_98021960-call5;Xboc_g5180,0.00011873275034072856,1.5483475151198248e-153,Hmia_98154652-ppif-3;Xboc_model_4701,2.1302480462578214e-11,1.4170659007021752e-45,Hmia_98036269-titin-7;Xboc_model_3471,0.0,2.0297186317762427e-07,Hmia_98029043-rl37;Xboc_model_1877,1.3366347727472713e-89,2.0779312819298887e-35,Hmia_98010394-mfgm;Xboc_model_13653,1.6061817894759828e-05,0.0006255911969282046,Hmia_98012411-tsn3;Xboc_model_6658,5.378635178408691e-55,0.00013504220705279864,,,,,,,,,,,,
Hmia_98037255-sap-5;Xboc_g7257,0.0,7.453410262424843e-38,Hmia_98049630-sap-6;Xboc_g7257,2.559276236623122e-117,1.2687898734726135e-205,Hmia_98034432-rac3-2;Xboc_model_1355,0.00014962100158153914,0.0,Hmia_98031144-catl2-2;Xboc_model_9965,3.827166299033103e-05,1.3637429210934938e-16,Hmia_98046824-ube2n-2;Xboc_model_10534,1.4471544822820226e-18,5.364525790297057e-28,Hmia_98043448-rs14;Xboc_model_13269,5.129306623249224e-30,1.4689378779229747e-22,Hmia_98018124-gstm3;Xboc_model_5858,5.868172709388699e-30,2.892597877629018e-20,Hmia_98004388-ant1;Xboc_model_8639,1.3855687754093515e-19,6.649124672171641e-27,Hmia_98037889-rl36;Xboc_model_10154,3.362920177197427e-05,6.3504141646188024e-27,Hmia_98023367-titin-4;Xboc_model_3471,0.0,2.0297186317762427e-07,Hmia_98003394-rl4;Xboc_model_8249,2.209506454059893e-83,5.555339402610785e-39,Hmia_98032202-stom-6;Xboc_model_12551,4.928302042508169e-152,0.0028732955937372105,Hmia_98007035-calm-6;Xboc_model_8234,0.0007628737033205116,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98015721-cath;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98133224-catl2-7;Xboc_model_1141,0.0,5.281162222327915e-38,Hmia_98027308-phb1;Xboc_model_2206,1.0528398804890463e-07,1.636541408910761e-69,Hmia_98059340-gapr1-10;Xboc_model_4956,1.662299162449448e-09,1.6702772953790595e-26,Hmia_98000829-dhrs1;Xboc_model_13060,2.3431893231692686e-11,5.186352194550093e-22,Hmia_98021474-dx39b;Xboc_model_6897,6.2552245169377794e-139,3.2526195121831026e-32,Hmia_98035787-p-2;Xboc_model_1188,3.2785485487762714e-07,0.0006363011070600646,Hmia_98027172-hgfa;Xboc_model_14229,4.7635354493767357e-54,0.0021060031590083733,Hmia_98002278-rl24;Xboc_model_3852,2.2019731614598224e-11,1.6340659561873633e-23,Hmia_98034293-myl1-2;Xboc_model_10723,5.735321644425599e-54,9.56033745188019e-78,Hmia_98013279-rl14;Xboc_model_11465,1.2577799190970926e-100,1.721504424206771e-26,Hmia_98003001-rbm38;Xboc_model_7510,1.02563181757906e-37,3.4046243244146294e-05,Hmia_98056040-syt6-3;Xboc_model_11648,2.758004131483103e-08,4.562962294353717e-10,,,,,,,,,,,,
Hmia_98133224-catl2-7;Xboc_model_3134,0.0,2.8129470163870646e-84,Hmia_98015721-cath;Xboc_model_1141,0.0,5.281162222327915e-38,Hmia_98039646-rab38-2;Xboc_model_12458,3.787240639697877e-159,2.5934002757905127e-05,Hmia_98051442-cp2j2-9;Xboc_model_10373,1.1834147830558337e-11,9.358886614609652e-07,Hmia_98008216-arf3;Xboc_model_8599,3.549761672446727e-09,0.002273447294832374,Hmia_98000125-rs7;Xboc_model_13514,3.311117780442913e-54,2.55816643638049e-25,Hmia_98018124-gstm3;Xboc_model_4664,5.868172709388699e-30,1.754287794688892e-21,Hmia_98026298-tsn11;Xboc_model_3829,4.0857123971325414e-19,6.356734853940524e-21,Hmia_98010222-rl3;Xboc_model_8939,2.9776607694466203e-18,1.790098929806032e-27,Hmia_98059054-calm-45;Xboc_model_3275,1.5720055058427533e-28,2.0922962519175227e-124,Hmia_98013116-tba1a;Xboc_model_13686,8.42738200502491e-105,1.777820242566599e-12,Hmia_98048109-kapca;Xboc_model_7196,1.341949751026075e-125,0.0064501591747413035,Hmia_98010461-syt11;Xboc_model_11648,0.00043446494686208626,4.562962294353717e-10,,,,,,,,,,,,
Hmia_98029096-catl1-2;Xboc_model_1141,3.6598681833542013e-93,1.2845821361537508e-78,Hmia_98019568-rab7a-3;Xboc_model_13512,0.0,1.2065785327359145e-33,Hmia_98002053-arp3b;Xboc_model_7642,6.73174675533191e-14,0.0,Hmia_98054783-gapr1-9;Xboc_model_4956,9.089530807301479e-10,1.6702772953790595e-26,Hmia_98046824-ube2n-2;Xboc_model_4041,1.4471544822820226e-18,0.003039832903954797,Hmia_98030804-rs9;Xboc_model_13262,7.250197796955478e-26,2.4542253494452223e-19,Hmia_98054783-gapr1-9;Xboc_model_4956,3.829421207557834e-16,1.6702772953790595e-26,Hmia_98013060-calm-10;Xboc_g5180,0.0013097675073786056,1.5483475151198248e-153,Hmia_98004808-rl23;Xboc_model_10851,7.675226461054041e-14,6.771730600766793e-13,Hmia_98021298-speg;Xboc_model_5689,0.0,6.043363759954734e-06,Hmia_98010222-rl3;Xboc_model_8939,8.891273546936021e-102,1.790098929806032e-27,Hmia_98005569-5ht1d;Xboc_model_4568,9.49550260462754e-17,0.004144624996433578,Hmia_98002105-calm-2;Xboc_model_8234,0.0006464342086893753,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98035610-catl2-3;Xboc_model_3134,4.485949655082063e-204,2.8129470163870646e-84,Hmia_98042541-sap3-8;Xboc_model_5001,5.14985586169396e-310,3.8628170591428075e-22,Hmia_98053108-nek8;Xboc_model_11239,2.009222211574888e-37,3.4144579793424866e-15,Hmia_98014433-npc1-3;Xboc_model_1112,6.837809762678966e-07,4.839537514402783e-07,Hmia_98051112-gstm1;Xboc_model_4664,0.00818526536452983,0.00014209721254334639,Hmia_98051292-rs24;Xboc_model_4028,5.4068123980574564e-15,5.702176167767609e-47,Hmia_98004456-p;Xboc_model_1188,1.8801921824987714e-17,0.0006363011070600646,Hmia_98005818-tekt1;Xboc_model_10928,9.183705617612329e-184,0.009876235382143118,Hmia_98000125-rs7;Xboc_model_13514,6.204095270437828e-12,2.55816643638049e-25,Hmia_98036269-titin-7;Xboc_model_8560,0.0,6.153827615978531e-07,Hmia_98000125-rs7;Xboc_model_13514,1.2644407233631943e-101,2.55816643638049e-25,Hmia_98046284-frem2;Xboc_model_10708,3.9409743491788027e-32,0.0024323176330026297,Hmia_98017580-rab2b;Xboc_model_13642,6.92211005777473e-49,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98006695-catk;Xboc_model_1141,9.408679025111809e-45,1.2845821361537508e-78,Hmia_98006695-catk;Xboc_model_765,9.408679025111809e-45,1.520029210761e-310,Hmia_98014516-rhoa;Xboc_model_467,2.3204157880886748e-192,7.630300053979059e-06,Hmia_98053145-cp2j2-11;Xboc_model_10373,3.420800832539607e-07,9.358886614609652e-07,Hmia_98009933-dcor-2;Xboc_model_4347,8.448887431244696e-26,0.0004182967044476502,Hmia_98016821-rl6;Xboc_model_14064,5.558967376644085e-74,4.4543175711923875e-52,Hmia_98059340-gapr1-10;Xboc_model_4956,5.34674104526349e-10,1.6702772953790595e-26,Hmia_98007380-fhl3-2;Xboc_model_13687,2.58728204239432e-07,2.304741472786509e-113,Hmia_98013279-rl14;Xboc_model_11465,6.354626034772838e-14,1.721504424206771e-26,Hmia_98023367-titin-4;Xboc_model_8560,0.0,6.153827615978531e-07,Hmia_98137389-rs10;Xboc_model_2173,3.8663303829922165e-114,4.335246848991592e-15,Hmia_98018621-gbb5;Xboc_model_890,7.911315935356408e-71,0.007078462518128696,Hmia_98020384-anxa7-2;Xboc_model_1071,0.002257161103163909,9.932399855544798e-31,,,,,,,,,,,,
Hmia_98006634-catb;Xboc_model_3134,1.1343481959965509e-238,2.8129470163870646e-84,Hmia_98039646-rab38-2;Xboc_model_1355,3.83193861326896e-121,0.0,Hmia_98037220-tba1c;Xboc_model_238,4.574060539737853e-19,1.0389984031637468e-45,Hmia_98049838-st1c4-6;Xboc_model_130,3.3117643021731963e-25,1.7281550279430218e-07,Hmia_98057052-ub2g1;Xboc_model_10534,0.0010203012282380512,5.364525790297057e-28,Hmia_98137389-rs10;Xboc_model_2173,8.709277540346817e-80,4.335246848991592e-15,Hmia_98003215-npc2;Xboc_model_8308,8.840121378521643e-07,3.520860501313564e-25,Hmia_98006161-tekt4;Xboc_model_3664,1.9700195327331026e-91,0.00045346221165841146,Hmia_98010077-rla0;Xboc_model_92,1.019313533130428e-11,1.5959871851133025e-38,Hmia_98054360-myl6b-2;Xboc_model_8500,4.342900939326282e-57,6.228891484178966e-36,Hmia_98114389-rs8;Xboc_model_1535,4.382558576341137e-21,9.415860657455926e-91,Hmia_98028729-otop2-2;Xboc_model_3535,0.0001097375481036984,1.1009531267701456e-53,Hmia_98012684-rab37;Xboc_model_13642,4.014054356863821e-20,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98011413-catl2;Xboc_model_3134,4.518668327706935e-143,2.8129470163870646e-84,Hmia_98006695-catk;Xboc_model_3134,9.408679025111809e-45,0.0,Hmia_98014516-rhoa;Xboc_model_8173,2.3204157880886748e-192,2.4710118100555654e-05,Hmia_98011646-cp2j2;Xboc_model_10373,0.001529020742022309,9.358886614609652e-07,Hmia_98018968-dram1;Xboc_model_4033,6.935698673288429e-05,0.0060638507394982985,Hmia_98118312-rl26;Xboc_model_6526,1.371545641695771e-85,1.2610707302256616e-19,Hmia_98048768-cp2u1-9;Xboc_model_10373,9.583382522444532e-08,9.358886614609652e-07,Hmia_98005818-tekt1;Xboc_model_3365,9.183705617612329e-184,0.009861246054345239,Hmia_98045179-rlp24-2;Xboc_model_3852,1.4361362195031533e-06,1.6340659561873633e-23,Hmia_98046119-cnn2;Xboc_model_3122,3.642539474666451e-119,3.865586587494576e-13,Hmia_98005252-ddx5;Xboc_model_13318,1.9095377036890024e-23,3.370968878600142e-47,Hmia_98001079-stom-2;Xboc_model_12551,8.614780736310193e-63,0.0028732955937372105,Hmia_98033784-cd63-2;Xboc_model_6658,5.62657391872225e-29,0.00013504220705279864,,,,,,,,,,,,
Hmia_98019664-gstm3-2;Xboc_model_5858,0.0,2.892597877629018e-20,Hmia_98033458-call5-4;Xboc_model_83,1.8081361816755192e-48,3.126330545579267e-243,Hmia_98035052-rab7a-5;Xboc_model_1355,3.8368750183460216e-07,0.0,Hmia_98018124-gstm3;Xboc_model_5858,1.8914290766028448e-05,2.892597877629018e-20,Hmia_98003406-arf1-2;Xboc_model_8599,2.363508738985927e-06,0.002273447294832374,Hmia_98002278-rl24;Xboc_model_3852,2.3194138958138807e-47,1.6340659561873633e-23,Hmia_98014433-npc1-3;Xboc_model_1112,0.0003376852995195138,4.839537514402783e-07,Hmia_98154761-tbb4b-17;Xboc_model_10642,8.461554877162552e-23,2.6447455268418946e-122,Hmia_98012673-rl37a;Xboc_model_7063,4.206221472670302e-25,6.073810414063916e-06,Hmia_98044293-tpm3-2;Xboc_model_2740,8.836104380295364e-17,6.0573793334722285e-99,Hmia_98014053-rs4x;Xboc_model_9209,2.1040391966878798e-79,1.254743109762908e-19,Hmia_98040997-tba1a-7;Xboc_model_10642,5.186601682689926e-11,9.364716822518466e-24,Hmia_98006710-svop;Xboc_model_7049,1.715701946927291e-06,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98037084-catl1-3;Xboc_model_3134,5.470246092453538e-185,2.8129470163870646e-84,Hmia_98006634-catb;Xboc_model_1141,1.1343481959965509e-238,5.281162222327915e-38,Hmia_98023934-cbr1-4;Xboc_model_13060,9.662586163156125e-36,5.186352194550093e-22,Hmia_98012511-st1c2-3;Xboc_model_130,1.4468313325337543e-10,1.7281550279430218e-07,Hmia_98015761-vato;Xboc_model_1187,2.4253588184769854e-06,1.72795957155589e-05,Hmia_98010077-rla0;Xboc_model_92,6.408621079097036e-59,1.5959871851133025e-38,Hmia_98046701-cah14;Xboc_model_972,7.045430938270047e-07,0.005619536006175119,Hmia_98033433-tsn6;Xboc_model_6658,6.059853841402761e-196,7.001907461039411e-07,Hmia_98114389-rs8;Xboc_model_1535,0.003347031259125436,9.415860657455926e-91,Hmia_98036269-titin-7;Xboc_model_5689,0.0,6.043363759954734e-06,Hmia_98030804-rs9;Xboc_model_13262,1.3807521586212678e-40,2.4542253494452223e-19,Hmia_98045984-h33-2;Xboc_model_3394,8.152085539594044e-152,0.0099777143892383,Hmia_98025572-canb2;Xboc_g5180,1.4205378520380737e-10,1.856461883721657e-07,,,,,,,,,,,,
Hmia_98019664-gstm3-2;Xboc_model_4664,0.0,1.754287794688892e-21,Hmia_98035610-catl2-3;Xboc_model_1141,4.485949655082063e-204,5.281162222327915e-38,Hmia_98016620-snx12;Xboc_model_9335,1.157924204047246e-84,1.5409422038130765e-11,Hmia_98018124-gstm3;Xboc_model_4664,1.8914290766028448e-05,1.754287794688892e-21,Hmia_98046824-ube2n-2;Xboc_model_12070,1.4471544822820226e-18,0.00021701252451106635,Hmia_98045179-rlp24-2;Xboc_model_3852,1.2351376131655867e-31,1.6340659561873633e-23,Hmia_98046148-st1c4-5;Xboc_model_130,2.5304033572065244e-18,1.7281550279430218e-07,Hmia_98006161-tekt4;Xboc_model_10928,1.9700195327331026e-91,0.009876235382143118,Hmia_98026745-rl32;Xboc_model_9374,1.5685677069791409e-30,0.00021714516280386335,Hmia_98005177-actb;Xboc_model_8631,0.0,0.0022512946066038397,Hmia_98043448-rs14;Xboc_model_13269,5.138328249032732e-42,1.4689378779229747e-22,Hmia_98019367-otop2;Xboc_model_3535,0.0001763631928085045,1.1009531267701456e-53,Hmia_98013299-s22a5-2;Xboc_model_7049,1.0335320493304152e-17,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98048987-catl2-4;Xboc_model_765,0.0,0.004227568209025072,Hmia_98037084-catl1-3;Xboc_model_1141,5.470246092453538e-185,5.281162222327915e-38,Hmia_98059048-lamp1-2;Xboc_model_5560,9.701165786490696e-48,4.4687234195859364e-12,Hmia_98020608-acap1;Xboc_model_5020,1.211681565828755e-12,0.007432191459322684,Hmia_98057052-ub2g1;Xboc_model_4041,0.0010203012282380512,0.003039832903954797,Hmia_98052649-rl36a;Xboc_model_9169,2.6048483007609976e-128,1.2283046346828312e-12,Hmia_98020608-acap1;Xboc_model_5020,1.8587555649533057e-25,0.007432191459322684,Hmia_98006161-tekt4;Xboc_model_3365,1.9700195327331026e-91,0.009861246054345239,Hmia_98049175-rl9-2;Xboc_model_10518,1.5475331134988081e-06,8.0236225210519e-13,Hmia_98059054-calm-45;Xboc_model_10723,1.5720055058427533e-28,9.56033745188019e-78,Hmia_98037889-rl36;Xboc_model_10154,9.964493107701037e-46,6.3504141646188024e-27,Hmia_98057071-mark3-2;Xboc_model_7196,2.8948114279700725e-50,0.0064501591747413035,Hmia_98005867-gbrb3-2;Xboc_model_4119,1.039306748582092e-07,0.00611869496430919,,,,,,,,,,,,
