Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4_pval2,Nvec_digestive_filaments;Xboc_GUT,Nvec_digestive_filaments;Xboc_GUT_pval1,Nvec_digestive_filaments;Xboc_GUT_pval2,Nvec_epidermis;Xboc_GUT,Nvec_epidermis;Xboc_GUT_pval1,Nvec_epidermis;Xboc_GUT_pval2,Nvec_gastrodermis;Xboc_EPIDERMIS,Nvec_gastrodermis;Xboc_EPIDERMIS_pval1,Nvec_gastrodermis;Xboc_EPIDERMIS_pval2,Nvec_gastrodermis;Xboc_GUT,Nvec_gastrodermis;Xboc_GUT_pval1,Nvec_gastrodermis;Xboc_GUT_pval2,Nvec_gastrodermis;Xboc_MUSCLE,Nvec_gastrodermis;Xboc_MUSCLE_pval1,Nvec_gastrodermis;Xboc_MUSCLE_pval2,Nvec_gland;Xboc_GLAND1,Nvec_gland;Xboc_GLAND1_pval1,Nvec_gland;Xboc_GLAND1_pval2,Nvec_gland;Xboc_GLAND3,Nvec_gland;Xboc_GLAND3_pval1,Nvec_gland;Xboc_GLAND3_pval2,Nvec_gland;Xboc_GLAND4,Nvec_gland;Xboc_GLAND4_pval1,Nvec_gland;Xboc_GLAND4_pval2,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Nvec_muscle;Xboc_MUSCLE,Nvec_muscle;Xboc_MUSCLE_pval1,Nvec_muscle;Xboc_MUSCLE_pval2,Nvec_nan;Xboc_EPIDERMIS,Nvec_nan;Xboc_EPIDERMIS_pval1,Nvec_nan;Xboc_EPIDERMIS_pval2,Nvec_nan;Xboc_MUSCLE,Nvec_nan;Xboc_MUSCLE_pval1,Nvec_nan;Xboc_MUSCLE_pval2,Nvec_nan;Xboc_unk5,Nvec_nan;Xboc_unk5_pval1,Nvec_nan;Xboc_unk5_pval2,Nvec_nan;Xboc_unk6,Nvec_nan;Xboc_unk6_pval1,Nvec_nan;Xboc_unk6_pval2,Nvec_nan;Xboc_unk7,Nvec_nan;Xboc_unk7_pval1,Nvec_nan;Xboc_unk7_pval2,Nvec_neuron;Xboc_CILIATED_CELLS,Nvec_neuron;Xboc_CILIATED_CELLS_pval1,Nvec_neuron;Xboc_CILIATED_CELLS_pval2,Nvec_neuron;Xboc_EXCRETORY,Nvec_neuron;Xboc_EXCRETORY_pval1,Nvec_neuron;Xboc_EXCRETORY_pval2,Nvec_neuron;Xboc_GLAND2,Nvec_neuron;Xboc_GLAND2_pval1,Nvec_neuron;Xboc_GLAND2_pval2,Nvec_neuron;Xboc_MUSCLE-LIKE,Nvec_neuron;Xboc_MUSCLE-LIKE_pval1,Nvec_neuron;Xboc_MUSCLE-LIKE_pval2,Nvec_neuron;Xboc_NEURON,Nvec_neuron;Xboc_NEURON_pval1,Nvec_neuron;Xboc_NEURON_pval2,Nvec_neuron;Xboc_PHARYNGEAL,Nvec_neuron;Xboc_PHARYNGEAL_pval1,Nvec_neuron;Xboc_PHARYNGEAL_pval2,Nvec_neuron;Xboc_PIGMENT,Nvec_neuron;Xboc_PIGMENT_pval1,Nvec_neuron;Xboc_PIGMENT_pval2,Nvec_neuron;Xboc_unk1,Nvec_neuron;Xboc_unk1_pval1,Nvec_neuron;Xboc_unk1_pval2,Nvec_neuron;Xboc_unk3,Nvec_neuron;Xboc_unk3_pval1,Nvec_neuron;Xboc_unk3_pval2,Nvec_neuron;Xboc_unk4,Nvec_neuron;Xboc_unk4_pval1,Nvec_neuron;Xboc_unk4_pval2,Nvec_neuron;Xboc_unk8,Nvec_neuron;Xboc_unk8_pval1,Nvec_neuron;Xboc_unk8_pval2,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4_pval2,Nvec_precursors;Xboc_unk2,Nvec_precursors;Xboc_unk2_pval1,Nvec_precursors;Xboc_unk2_pval2,Nvec_precursors;Xboc_unk9,Nvec_precursors;Xboc_unk9_pval1,Nvec_precursors;Xboc_unk9_pval2
,,,,,,Nvec_v1g242297;Xboc_model_8522,3.6126705667200596e-16,1.9584971616032846e-07,,,,Nvec_v1g191860;Xboc_model_9965,4.860764933665832e-45,1.3637429210934938e-16,Nvec_v1g194342;Xboc_model_7926,1.4257698226935912e-11,1.3722861096712695e-68,Nvec_v1g88915;Xboc_model_3122,1.6218581385447814e-46,3.865586587494576e-13,Nvec_v1g229125;Xboc_model_3298,8.240855463373271e-05,1.4726508432856957e-12,Nvec_v1g124911;Xboc_model_1959,7.044215679154291e-06,1.6086496443842235e-08,,,,,,,Nvec_v1g203298;Xboc_model_3122,4.572880014000591e-157,3.865586587494576e-13,Nvec_v1g208427;Xboc_model_13555,0.000489961065389918,3.132500748562289e-253,Nvec_v1g247005;Xboc_model_10723,0.0010290374864979253,9.56033745188019e-78,,,,,,,,,,Nvec_v1g214798;Xboc_model_6016,1.5780528109388665e-32,1.4615034475167506e-07,,,,,,,,,,Nvec_v1g167737;Xboc_model_13686,1.5114379588673244e-40,4.0785853822522106e-13,Nvec_v1g118944;Xboc_model_10642,7.587618476859803e-26,1.569790806726383e-12,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g194235;Xboc_model_11004,1.4888901349494886e-38,5.031386837603455e-58
,,,,,,Nvec_v1g236387;Xboc_model_6897,0.001550819926519342,4.1087159167690446e-26,,,,Nvec_v1g180651;Xboc_model_9965,1.5379432198338144e-50,1.3637429210934938e-16,Nvec_v1g162182;Xboc_model_9285,1.5143621778060627e-66,2.5031434360680365e-28,Nvec_v1g177611;Xboc_model_8500,1.7685208841758597e-16,6.228891484178966e-36,Nvec_v1g199428;Xboc_model_3312,8.995965831470935e-10,7.820818334740014e-13,Nvec_v1g140545;Xboc_model_1959,0.0005814044364887051,1.6086496443842235e-08,,,,,,,Nvec_v1g80685;Xboc_model_3472,8.423296786467027e-17,6.698887428809847e-24,Nvec_v1g113255;Xboc_model_4664,2.409374653590981e-10,1.754287794688892e-21,Nvec_v1g80763;Xboc_model_3471,3.748360053533953e-08,2.0297186317762427e-07,,,,,,,,,,Nvec_v1g207820;Xboc_g6333,1.1271119063262965e-06,2.521391941472984e-10,,,,,,,,,,Nvec_v1g83866;Xboc_model_8936,7.67960893901675e-23,6.706719874794061e-06,Nvec_v1g242002;Xboc_model_8234,0.00020319557630170805,9.825132077760315e-07,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g178640;Xboc_model_2338,2.826600770547421e-14,5.980099876557126e-157
,,,,,,Nvec_v1g113714;Xboc_model_1104,0.0033071251955303785,9.542468548808742e-12,,,,Nvec_v1g210933;Xboc_model_7642,6.815125173642041e-56,1.7192094869354313e-55,Nvec_v1g178546;Xboc_model_7142,5.43391473923454e-63,1.4673294366044867e-16,Nvec_v1g60863;Xboc_model_3472,5.839873528162818e-23,6.698887428809847e-24,Nvec_v1g105779;Xboc_model_3810,4.6745460784266255e-06,5.093817802238794e-35,Nvec_v1g108942;Xboc_model_1959,3.446126213377277e-05,1.6086496443842235e-08,,,,,,,Nvec_v1g80526;Xboc_model_3472,2.8447592171927288e-09,6.698887428809847e-24,Nvec_v1g191860;Xboc_model_3134,2.0594939503600988e-08,2.8129470163870646e-84,Nvec_v1g240903;Xboc_model_7560,1.0979383196259367e-09,3.177446054949731e-08,,,,,,,,,,Nvec_v1g122926;Xboc_g6333,0.004410303536214071,2.521391941472984e-10,,,,,,,,,,Nvec_v1g348;Xboc_model_5793,0.0020980223027723182,1.0414973812247196e-07,Nvec_v1g236522;Xboc_model_8234,0.007549154680818172,9.825132077760315e-07,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g158071;Xboc_model_8107,1.708497635377024e-51,5.120704277585867e-74
,,,,,,Nvec_v1g195315;Xboc_model_6180,0.0011867270918757993,1.745924157637687e-149,,,,Nvec_v1g191860;Xboc_model_765,4.860764933665832e-45,0.004227568209025072,Nvec_v1g195315;Xboc_model_6180,9.807321061435766e-25,1.745924157637687e-149,Nvec_v1g240903;Xboc_model_7560,2.845824687130295e-35,3.177446054949731e-08,Nvec_v1g85345;Xboc_model_3298,0.00017790410775928906,1.4726508432856957e-12,Nvec_v1g2158;Xboc_model_1959,0.0004062323548681199,1.6086496443842235e-08,,,,,,,Nvec_v1g80685;Xboc_model_3471,8.423296786467027e-17,2.0297186317762427e-07,Nvec_v1g113255;Xboc_model_5858,2.409374653590981e-10,2.892597877629018e-20,Nvec_v1g80763;Xboc_model_8560,3.748360053533953e-08,6.153827615978531e-07,,,,,,,,,,Nvec_v1g181774;Xboc_model_112,2.940085536436973e-10,0.00018655214736786868,,,,,,,,,,Nvec_v1g1848;Xboc_model_3804,0.0005236425785068657,7.106181746440043e-06,Nvec_v1g202466;Xboc_model_10642,0.000502252781314579,1.569790806726383e-12,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g181408;Xboc_model_11218,5.53848631407227e-60,1.6855085916832554e-40
,,,,,,Nvec_v1g195315;Xboc_model_2621,0.0011867270918757993,1.72474669325055e-14,,,,Nvec_v1g27606;Xboc_g7257,1.2482855134021159e-20,7.453410262424843e-38,Nvec_v1g243086;Xboc_model_14026,8.740889002180686e-45,2.3528824094092374e-12,Nvec_v1g80630;Xboc_model_3478,3.5841949254985825e-05,1.2756936955355156e-27,Nvec_v1g88668;Xboc_model_4099,0.0005407150547515106,5.601668915495562e-20,Nvec_v1g105779;Xboc_model_10806,4.6745460784266255e-06,5.584796502395294e-12,,,,,,,Nvec_v1g80596;Xboc_model_3478,2.566976120701466e-12,1.2756936955355156e-27,Nvec_v1g188243;Xboc_model_7642,5.204916997787078e-109,1.7192094869354313e-55,Nvec_v1g88915;Xboc_model_3122,0.0014090753970623787,3.865586587494576e-13,,,,,,,,,,Nvec_v1g239788;Xboc_model_10002,1.9179862547491084e-05,0.006820133031279302,,,,,,,,,,Nvec_v1g186200;Xboc_model_10642,0.006920110128879609,9.364716822518466e-24,Nvec_v1g166166;Xboc_model_8597,3.759701338980705e-07,6.44563724014918e-31,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g177484;Xboc_model_10576,2.067954205717541e-82,1.4891897443282298e-37
,,,,,,Nvec_v1g119483;Xboc_model_578,0.00012220338259477372,4.6661057190310454e-23,,,,Nvec_v1g180651;Xboc_model_765,1.5379432198338144e-50,0.004227568209025072,Nvec_v1g242297;Xboc_model_8522,1.8566581836522058e-117,1.9584971616032846e-07,Nvec_v1g80763;Xboc_model_3472,9.14407135621297e-13,6.698887428809847e-24,Nvec_v1g15302;Xboc_model_4099,2.1389202991831074e-09,5.601668915495562e-20,Nvec_v1g105779;Xboc_model_8980,4.6745460784266255e-06,4.809109685550454e-13,,,,,,,Nvec_v1g80685;Xboc_model_5689,8.423296786467027e-17,6.043363759954734e-06,Nvec_v1g180651;Xboc_model_765,1.9640798237320555e-19,0.004227568209025072,Nvec_v1g127140;Xboc_model_7560,5.9505338901311643e-05,3.177446054949731e-08,,,,,,,,,,Nvec_v1g161273;Xboc_model_6542,0.0010806743900938812,0.007210394386038757,,,,,,,,,,Nvec_v1g118944;Xboc_model_13686,7.587618476859803e-26,4.0785853822522106e-13,Nvec_v1g186200;Xboc_model_10642,0.006920110128879609,1.569790806726383e-12,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g244518;Xboc_model_1877,1.8922453895087317e-51,2.0779312819298887e-35
,,,,,,Nvec_v1g120496;Xboc_model_11239,0.0006241406246419853,3.4144579793424866e-15,,,,Nvec_v1g123261;Xboc_model_13555,0.00022831150009995513,3.132500748562289e-253,Nvec_v1g123507;Xboc_model_1141,1.869502149865673e-15,5.281162222327915e-38,Nvec_v1g244220;Xboc_model_6438,0.00022506868244998447,0.0,Nvec_v1g108942;Xboc_model_3298,3.446126213377277e-05,1.4726508432856957e-12,Nvec_v1g83864;Xboc_model_1959,5.57051106700528e-07,1.6086496443842235e-08,,,,,,,Nvec_v1g80685;Xboc_model_8560,8.423296786467027e-17,6.153827615978531e-07,Nvec_v1g238389;Xboc_model_8014,4.854078928886628e-26,4.4040690452825095e-12,Nvec_v1g247005;Xboc_model_8500,0.0010290374864979253,6.228891484178966e-36,,,,,,,,,,Nvec_v1g236522;Xboc_model_10002,0.007549154680818172,0.006820133031279302,,,,,,,,,,Nvec_v1g98373;Xboc_model_12551,3.577943940817612e-33,0.0028732955937372105,Nvec_v1g234521;Xboc_model_10642,1.1527435814449788e-08,1.569790806726383e-12,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g234712;Xboc_model_1333,1.5220900927303512e-13,2.291753539472384e-57
,,,,,,Nvec_v1g163393;Xboc_model_148,1.3654344137210556e-05,8.015335892142697e-07,,,,Nvec_v1g123507;Xboc_model_3134,1.869502149865673e-15,2.8129470163870646e-84,Nvec_v1g230864;Xboc_model_1540,5.761632800825679e-108,0.0014628662463782981,Nvec_v1g188243;Xboc_model_8631,0.0,0.0022512946066038397,Nvec_v1g229125;Xboc_model_3312,8.240855463373271e-05,7.820818334740014e-13,Nvec_v1g170524;Xboc_model_10806,0.00864764123715404,5.584796502395294e-12,,,,,,,Nvec_v1g205307;Xboc_model_3472,1.8101099553668816e-08,6.698887428809847e-24,Nvec_v1g188356;Xboc_model_9169,7.742990104042371e-50,0.008602840870097684,Nvec_v1g80763;Xboc_model_5689,3.748360053533953e-08,6.043363759954734e-06,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g202466;Xboc_model_10642,0.000502252781314579,9.364716822518466e-24,Nvec_v1g213429;Xboc_model_10642,0.001552586759646738,1.569790806726383e-12,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g248539;Xboc_model_11399,1.5165385347691709e-71,5.350530459886056e-38
,,,,,,Nvec_v1g219557;Xboc_model_1152,2.983660714870477e-08,0.0009705970229073985,,,,Nvec_v1g234225;Xboc_model_10279,9.23827069399331e-54,1.9581337395644027e-06,Nvec_v1g210933;Xboc_model_12571,6.815125173642041e-56,2.855892798476644e-05,Nvec_v1g60863;Xboc_model_3471,5.839873528162818e-23,2.0297186317762427e-07,Nvec_v1g236044;Xboc_model_12910,1.6173787458022837e-13,0.00015429704646306757,Nvec_v1g170524;Xboc_model_8980,0.00864764123715404,4.809109685550454e-13,,,,,,,Nvec_v1g81066;Xboc_model_3478,8.395997377840176e-05,1.2756936955355156e-27,Nvec_v1g190019;Xboc_model_3134,0.00031778501885912217,2.8129470163870646e-84,Nvec_v1g185528;Xboc_model_3471,2.931640458552042e-05,2.0297186317762427e-07,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g172604;Xboc_model_1859,2.381175121300144e-07,0.0027984251494616564,Nvec_v1g178640;Xboc_model_2338,2.3762536383954138e-11,0.00021250270610555236,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g236625;Xboc_model_13318,2.2717578068247597e-29,3.370968878600142e-47
,,,,,,Nvec_v1g230864;Xboc_model_1540,0.0013613689046312921,0.0014628662463782981,,,,Nvec_v1g190019;Xboc_model_1141,8.189088861565475e-05,1.2845821361537508e-78,Nvec_v1g98719;Xboc_model_2562,1.2704115209710183e-97,5.542397827641006e-07,Nvec_v1g61545;Xboc_model_3472,5.0770732891412595e-21,6.698887428809847e-24,Nvec_v1g236044;Xboc_model_10349,1.6173787458022837e-13,2.3742704574553795e-06,Nvec_v1g85345;Xboc_model_1959,0.00017790410775928906,1.6086496443842235e-08,,,,,,,Nvec_v1g140375;Xboc_model_488,1.4631259090940666e-35,1.042731216525108e-06,Nvec_v1g191860;Xboc_model_9965,2.0594939503600988e-08,1.3637429210934938e-16,Nvec_v1g221793;Xboc_model_7560,4.313163621175172e-05,3.177446054949731e-08,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g105798;Xboc_model_890,1.9133141090534404e-62,0.007078462518128696,Nvec_v1g202664;Xboc_model_8522,4.881257578312422e-06,0.0003743795656130801,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE3351;Xboc_model_13514,4.230691560701336e-34,2.55816643638049e-25
,,,,,,Nvec_v1g239368;Xboc_model_10785,0.005317371080806824,3.2014922460514875e-21,,,,Nvec_v1g88915;Xboc_model_6377,1.6218581385447814e-46,2.8714304411662327e-06,Nvec_v1g195315;Xboc_model_2621,9.807321061435766e-25,1.72474669325055e-14,Nvec_v1g80763;Xboc_model_3471,9.14407135621297e-13,2.0297186317762427e-07,Nvec_v1g236044;Xboc_model_3802,1.6173787458022837e-13,0.00015345564563535138,Nvec_v1g105779;Xboc_model_1959,4.6745460784266255e-06,1.6086496443842235e-08,,,,,,,Nvec_v1g80526;Xboc_model_3471,2.8447592171927288e-09,2.0297186317762427e-07,Nvec_v1g241327;Xboc_model_1190,0.00023252952409667048,9.559290128977022e-32,Nvec_v1g185528;Xboc_model_8560,2.931640458552042e-05,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g194445;Xboc_model_3394,9.996904105956447e-48,0.0099777143892383,Nvec_v1g236522;Xboc_g5180,0.007549154680818172,1.856461883721657e-07,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g193152;Xboc_model_3404,5.275624537630041e-46,5.461041467575923e-56
,,,,,,Nvec_v1g100834;Xboc_model_11408,0.0005929902317744221,0.003719125105582403,,,,Nvec_v1g240098;Xboc_model_6046,2.9178761873767075e-93,0.0013723264468885287,Nvec_v1g244590;Xboc_model_238,0.008080369378811169,1.0389984031637468e-45,Nvec_v1g80596;Xboc_model_3478,0.0016765458084819957,1.2756936955355156e-27,Nvec_v1g85345;Xboc_model_3312,0.00017790410775928906,7.820818334740014e-13,Nvec_v1g170524;Xboc_model_1959,0.00864764123715404,1.6086496443842235e-08,,,,,,,Nvec_v1g80526;Xboc_model_5689,2.8447592171927288e-09,6.043363759954734e-06,Nvec_v1g123261;Xboc_model_13555,0.007139201845328869,3.132500748562289e-253,Nvec_v1g169568;Xboc_model_10493,2.7352866035766695e-15,7.551719683373042e-06,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE18530;Xboc_model_9394,0.00798150330382048,0.0026991661666970397,Nvec_v1g236522;Xboc_model_10002,0.007549154680818172,0.0003293295072079502,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g234970;Xboc_model_5554,7.437869503338723e-53,2.7407199083492557e-54
,,,,,,Nvec_v1g242285;Xboc_model_8173,0.0007447866006169634,2.4710118100555654e-05,,,,Nvec_v1g237610;Xboc_model_8249,4.410463351801333e-71,0.0024474403546040787,Nvec_v1g236625;Xboc_model_6897,7.695255759068415e-05,4.1087159167690446e-26,Nvec_v1g60863;Xboc_model_5689,5.839873528162818e-23,6.043363759954734e-06,Nvec_v1g26281;Xboc_model_12910,8.407865493662903e-07,0.00015429704646306757,Nvec_v1g118540;Xboc_model_6792,2.5593921671576353e-32,0.0014816385269390798,,,,,,,Nvec_v1g61545;Xboc_model_3472,2.32389932753668e-30,6.698887428809847e-24,Nvec_v1g99833;Xboc_model_1112,2.2752518903620905e-25,4.839537514402783e-07,Nvec_v1g166171;Xboc_model_8597,8.840269278762852e-06,4.9167551798400835e-32,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g166166;Xboc_model_8597,3.759701338980705e-07,2.401196061514681e-26,Nvec_v1g55150;Xboc_model_8522,3.00299790697674e-15,0.0003743795656130801,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g242566;Xboc_model_10518,1.5478792352221067e-72,8.0236225210519e-13
,,,,,,Nvec_v1g80818;Xboc_model_11408,0.0057005198479418194,0.003719125105582403,,,,Nvec_v1g244934;Xboc_model_4028,1.8485746250277973e-62,0.0005887565065259142,Nvec_v1g190019;Xboc_model_1141,8.189088861565475e-05,5.281162222327915e-38,Nvec_v1g98719;Xboc_model_2562,1.2704115209710183e-97,0.001863787928130152,Nvec_v1g108942;Xboc_model_3312,3.446126213377277e-05,7.820818334740014e-13,,,,,,,,,,Nvec_v1g80526;Xboc_model_8560,2.8447592171927288e-09,6.153827615978531e-07,Nvec_v1g210933;Xboc_model_7642,1.7210033913438432e-15,1.7192094869354313e-55,Nvec_v1g175341;Xboc_model_5556,3.883901302610283e-201,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g234521;Xboc_model_10642,1.1527435814449788e-08,9.364716822518466e-24,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g173646;Xboc_model_9209,1.2639240191968699e-72,1.254743109762908e-19
,,,,,,Nvec_v1g188243;Xboc_model_12571,5.449018910978035e-45,2.855892798476644e-05,,,,Nvec_v1g181408;Xboc_model_11218,8.865462328721554e-54,7.730482529222227e-05,Nvec_v1g108724;Xboc_model_10506,1.236548000150751e-40,0.0010763975026762008,Nvec_v1g80763;Xboc_model_5689,9.14407135621297e-13,6.043363759954734e-06,Nvec_v1g88668;Xboc_model_8829,0.0005407150547515106,1.672009773875025e-14,,,,,,,,,,Nvec_v1g80596;Xboc_model_3472,2.566976120701466e-12,6.698887428809847e-24,Nvec_v1g234225;Xboc_model_10279,5.959222139094529e-16,1.9581337395644027e-06,Nvec_v1g98719;Xboc_model_2562,1.8640802000284204e-07,0.001863787928130152,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE6335;Xboc_model_7196,1.4691819340598057e-26,0.0064501591747413035,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g236834;Xboc_model_5473,1.6472820849957816e-28,1.8983028538548782e-39
,,,,,,Nvec_v1g238120;Xboc_model_13760,0.004311116823625452,1.916241591042777e-05,,,,Nvec_v1g248018;Xboc_g7257,1.8960957857373003e-07,7.453410262424843e-38,Nvec_v1g98476;Xboc_model_2562,2.0197077061097095e-22,5.542397827641006e-07,Nvec_v1g80630;Xboc_model_3472,3.5841949254985825e-05,6.698887428809847e-24,Nvec_v1g15302;Xboc_model_8829,2.1389202991831074e-09,1.672009773875025e-14,,,,,,,,,,Nvec_v1g205307;Xboc_model_1171,1.8101099553668816e-08,7.862991685456068e-05,Nvec_v1g191860;Xboc_model_765,2.0594939503600988e-08,0.004227568209025072,Nvec_v1g237552;Xboc_model_5556,4.106748495714953e-143,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g215376;Xboc_model_9394,5.448700594060561e-06,0.0026991661666970397,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g160743;Xboc_model_3245,3.8852156440496645e-52,9.025659168069122e-30
,,,,,,Nvec_v1g173281;Xboc_model_1152,0.00016524929706634124,0.0009705970229073985,,,,Nvec_v1g195315;Xboc_model_6180,9.807321061435766e-25,7.763685960707376e-19,Nvec_v1g123261;Xboc_model_13555,0.00022831150009995513,7.944194327148512e-48,Nvec_v1g60863;Xboc_model_8560,5.839873528162818e-23,6.153827615978531e-07,Nvec_v1g140545;Xboc_model_3298,0.0005814044364887051,1.4726508432856957e-12,,,,,,,,,,Nvec_v1g81066;Xboc_model_3472,8.395997377840176e-05,6.698887428809847e-24,Nvec_v1g190019;Xboc_model_9965,0.00031778501885912217,1.3637429210934938e-16,Nvec_v1g188243;Xboc_model_8631,5.204916997787078e-109,0.0022512946066038397,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g186200;Xboc_model_13686,0.006920110128879609,4.0785853822522106e-13,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g236320;Xboc_model_6526,3.508504988856844e-36,1.2610707302256616e-19
,,,,,,Nvec_v1g98476;Xboc_model_2562,2.9535410044838295e-05,5.542397827641006e-07,,,,Nvec_v1g177191;Xboc_model_1360,1.4303438313648807e-20,7.404246935643952e-05,Nvec_v1g234533;Xboc_model_6180,0.005405102821831009,1.745924157637687e-149,Nvec_v1g175341;Xboc_model_5556,0.0,0.0013240825120698848,Nvec_v1g236044;Xboc_model_7316,1.6173787458022837e-13,0.00985278027454316,,,,,,,,,,Nvec_v1g81835;Xboc_model_4365,7.692199956138949e-06,1.6687906976070422e-96,Nvec_v1g195315;Xboc_model_6180,2.1973062217888593e-14,7.763685960707376e-19,Nvec_v1g244349;Xboc_model_3070,2.925612376790124e-07,0.0017035520904515372,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g245025;Xboc_model_9394,0.005374113763726539,0.0026991661666970397,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g237610;Xboc_model_8249,1.5170858895777556e-53,5.555339402610785e-39
,,,,,,Nvec_v1g242285;Xboc_model_8599,0.0007447866006169634,0.002273447294832374,,,,Nvec_v1g123507;Xboc_model_765,1.869502149865673e-15,0.004227568209025072,Nvec_v1g176499;Xboc_model_238,0.0005644765050497411,1.0389984031637468e-45,Nvec_v1g237552;Xboc_model_5556,0.0,0.0013240825120698848,Nvec_v1g124772;Xboc_model_12910,2.499068980273192e-06,0.00015429704646306757,,,,,,,,,,Nvec_v1g80596;Xboc_model_3471,2.566976120701466e-12,2.0297186317762427e-07,Nvec_v1g248018;Xboc_g7257,0.005783995851168875,7.453410262424843e-38,Nvec_v1g210933;Xboc_model_8631,1.7210033913438432e-15,0.0022512946066038397,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g213429;Xboc_model_10642,0.001552586759646738,9.364716822518466e-24,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g236404;Xboc_model_9876,1.555477565574102e-62,3.3336418610988425e-24
,,,,,,Nvec_v1g108724;Xboc_model_10506,5.5273937593550885e-08,0.0010763975026762008,,,,Nvec_NVE18540;Xboc_model_918,2.3730903663829897e-09,5.160034602425447e-09,Nvec_v1g103440;Xboc_model_10628,4.052821506001398e-07,6.878093582555202e-17,Nvec_v1g210933;Xboc_model_8631,6.815125173642041e-56,0.0022512946066038397,Nvec_v1g124911;Xboc_model_12910,7.044215679154291e-06,0.00015429704646306757,,,,,,,,,,Nvec_v1g61545;Xboc_model_1171,2.32389932753668e-30,7.862991685456068e-05,Nvec_v1g190019;Xboc_model_765,0.00031778501885912217,0.004227568209025072,Nvec_NVE25571;Xboc_model_5556,1.2615596716937145e-19,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g202466;Xboc_model_13686,0.000502252781314579,4.0785853822522106e-13,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g245093;Xboc_model_6292,3.551690606409823e-57,1.2262501417383304e-41
,,,,,,Nvec_v1g204287;Xboc_model_11408,0.0008602662540626883,0.003719125105582403,,,,Nvec_v1g234893;Xboc_model_5181,1.2202558995933218e-30,0.00028951312299206714,Nvec_v1g163197;Xboc_model_610,0.0005753207888474208,3.526975074892877e-09,Nvec_v1g80763;Xboc_model_8560,9.14407135621297e-13,6.153827615978531e-07,Nvec_v1g124772;Xboc_model_10349,2.499068980273192e-06,2.3742704574553795e-06,,,,,,,,,,Nvec_v1g80596;Xboc_model_5689,2.566976120701466e-12,6.043363759954734e-06,Nvec_v1g236320;Xboc_model_6526,5.611739086548758e-14,0.0034281885502754164,Nvec_v1g175347;Xboc_model_5556,1.315352626897513e-12,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g13425;Xboc_model_4568,0.0031597611699722868,0.004144624996433578,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g190935;Xboc_model_1696,5.509550562136301e-67,2.1760923412281817e-18
